id,district,sq_mt_built,n_rooms,n_bathrooms,buy_price,buy_price_by_area
5083,Puerta Bonita,60.0,2,1,140000,2333
5082,Opañel,70.0,2,2,205000,2929
5081,Puerta Bonita,124.0,3,2,318500,2569
5079,Buena Vista,119.0,4,2,199000,1672
5078,Pau de Carabanchel,55.0,1,1,185000,3364
5077,Pau de Carabanchel,113.0,3,2,415000,3673
5076,Opañel,50.0,0,1,180000,3600
5075,Vista Alegre,52.0,1,1,169900,3267
5074,Pau de Carabanchel,90.0,2,2,295000,3278
5073,Vista Alegre,112.0,3,2,265000,2366
5072,Pau de Carabanchel,52.0,1,1,185000,3558
5071,Pau de Carabanchel,57.0,1,1,185000,3246
5070,Vista Alegre,75.0,3,1,245000,3267
5069,Abrantes,75.0,3,1,175000,2333
5066,San Isidro,60.0,2,1,139000,2317
5064,Opañel,53.0,3,1,169000,3189
5063,Opañel,78.0,2,2,225000,2885
5062,Puerta Bonita,74.0,3,1,148000,2000
5060,Abrantes,75.0,3,1,170000,2267
5058,Opañel,59.0,2,1,172000,2915
5057,Carabanchel,45.0,1,1,150000,3333
5056,Abrantes,92.0,2,1,139000,1511
5051,Comillas,110.0,2,1,299000,2718
5050,Carabanchel,64.0,3,1,135000,2109
5049,Vista Alegre,114.0,4,2,210000,1842
5046,Carabanchel,73.0,1,1,365000,5000
5045,Vista Alegre,75.0,3,1,150000,2000
5043,Carabanchel,77.0,2,1,148470,1928
5042,Carabanchel,65.0,3,1,159000,2446
5041,Vista Alegre,77.0,3,1,172000,2234
5040,Puerta Bonita,80.0,2,2,230000,2875
5037,Pau de Carabanchel,75.0,2,2,299000,3987
5036,Comillas,98.0,3,2,285000,2908
5035,San Isidro,93.0,3,2,215000,2312
5033,Pau de Carabanchel,70.0,1,1,250000,3571
5032,Puerta Bonita,93.0,3,1,205000,2204
5031,Abrantes,84.0,3,1,195000,2321
5030,Buena Vista,79.0,3,1,149900,1897
5029,Pau de Carabanchel,127.0,3,2,337000,2654
5028,Pau de Carabanchel,120.0,3,2,278000,2317
5027,Pau de Carabanchel,99.0,2,2,290000,2929
5026,Buena Vista,72.0,1,1,195000,2708
5025,Vista Alegre,84.0,3,1,150000,1786
5023,Buena Vista,65.0,3,1,145000,2231
5021,San Isidro,83.0,3,2,159000,1916
5020,Abrantes,65.0,3,1,145000,2231
5019,Abrantes,79.0,3,1,158000,2000
5018,San Isidro,57.0,2,1,139000,2439
5017,Abrantes,114.0,4,2,189000,1658
5016,Carabanchel,96.0,3,1,226000,2354
5015,Pau de Carabanchel,55.0,1,1,175000,3182
5014,Puerta Bonita,75.0,2,1,155000,2067
5013,Puerta Bonita,98.0,3,2,255000,2602
5012,Puerta Bonita,98.0,3,2,245000,2500
5008,Pau de Carabanchel,56.0,1,1,192000,3429
5006,Carabanchel,75.0,3,1,170000,2267
5004,Carabanchel,53.0,2,1,135000,2547
5003,Puerta Bonita,100.0,3,1,209900,2099
5002,Puerta Bonita,87.0,2,2,179900,2068
5001,Carabanchel,80.0,2,2,249900,3124
5000,Carabanchel,82.0,3,1,160000,1951
4999,Carabanchel,63.0,2,1,160000,2540
4998,Carabanchel,84.0,2,1,260000,3095
4995,San Isidro,75.0,4,1,234000,3120
4993,Opañel,67.0,3,1,140000,2090
4992,Vista Alegre,94.0,3,1,145000,1543
4991,Vista Alegre,327.0,5,2,225000,688
4990,San Isidro,160.0,4,2,260000,1625
4988,San Isidro,106.0,4,2,390000,3679
4986,Opañel,79.0,2,1,159000,2013
4985,Puerta Bonita,79.0,3,1,157000,1987
4984,Comillas,79.0,2,1,267500,3386
4981,Vista Alegre,89.0,2,1,150000,1685
4979,Comillas,80.0,3,1,225000,2812
4977,San Isidro,73.0,2,1,161000,2205
4976,Opañel,73.0,3,1,139000,1904
4974,Comillas,70.0,3,1,149000,2129
4972,Opañel,66.0,3,1,140000,2121
4968,Vista Alegre,55.0,2,1,148800,2705
4967,Carabanchel,130.0,3,2,450000,3462
4966,San Isidro,270.0,3,2,315000,1167
4965,Puerta Bonita,77.0,3,1,140000,1818
4964,Opañel,55.0,1,1,165000,3000
4962,Puerta Bonita,72.0,3,1,152000,2111
4961,Buena Vista,60.0,2,1,137900,2298
4958,Puerta Bonita,121.0,3,2,310000,2562
4956,Abrantes,133.0,4,2,380000,2857
4954,Abrantes,66.0,2,1,169000,2561
4953,Abrantes,66.0,2,1,169000,2561
4952,San Isidro,83.0,3,1,159000,1916
4949,Puerta Bonita,72.0,3,1,145000,2014
4948,San Isidro,103.0,3,2,194000,1883
4945,San Isidro,142.0,5,3,370000,2606
4942,Abrantes,80.0,3,1,135000,1688
4940,Vista Alegre,76.0,3,1,172000,2263
4938,Opañel,74.0,3,1,139000,1878
4937,Abrantes,95.0,3,1,166000,1747
4936,Opañel,90.0,3,2,180000,2000
4935,Opañel,70.0,1,1,200000,2857
4933,San Isidro,60.0,2,1,160000,2667
4930,Vista Alegre,52.0,1,1,159000,3058
4927,Carabanchel,77.0,2,1,148470,1928
4926,Abrantes,87.0,3,1,165000,1897
4925,Vista Alegre,56.0,3,1,136570,2439
4923,Vista Alegre,85.0,3,1,175000,2059
4922,Opañel,95.0,2,2,305000,3211
4919,Comillas,70.0,2,2,289000,4129
4918,Comillas,49.0,2,1,145000,2959
4917,Puerta Bonita,59.0,1,1,190000,3220
4915,Pau de Carabanchel,78.0,2,1,285000,3654
4914,Opañel,62.0,2,1,136000,2194
4913,Buena Vista,74.0,2,2,165000,2230
4912,Vista Alegre,112.0,3,2,265000,2366
4911,San Isidro,60.0,2,1,139000,2317
4910,Opañel,85.0,2,1,288000,3388
4909,Abrantes,72.0,2,1,135000,1875
4908,Puerta Bonita,62.0,2,1,135000,2177
4907,San Isidro,74.0,1,1,195000,2635
4906,Buena Vista,75.0,3,1,150000,2000
4905,Carabanchel,452.0,4,4,630000,1394
4904,Comillas,60.0,3,1,166000,2767
4903,Opañel,90.0,3,2,288486,3205
4902,Abrantes,82.0,2,2,239000,2915
4901,Opañel,146.0,4,2,480000,3288
4900,Comillas,103.0,3,1,221000,2146
4899,Puerta Bonita,240.0,4,2,420000,1750
4898,Abrantes,74.0,3,1,150000,2027
4897,San Isidro,98.0,3,1,180000,1837
4896,Puerta Bonita,170.0,5,3,389800,2293
4895,Opañel,95.0,2,2,305000,3211
4891,Carabanchel,124.0,4,2,233000,1879
4888,Opañel,96.0,2,2,305000,3177
4887,Abrantes,82.0,2,2,239000,2915
4886,Puerta Bonita,99.0,3,2,245000,2475
4885,Abrantes,86.0,3,1,160000,1860
4883,Puerta Bonita,62.0,3,1,150000,2419
4881,San Isidro,120.0,4,1,277000,2308
4880,Opañel,85.0,3,2,155000,1824
4879,Abrantes,92.0,2,1,150000,1630
4878,Opañel,59.0,3,1,215000,3644
4877,San Isidro,74.0,3,1,169000,2284
4874,San Isidro,105.0,3,2,430000,4095
4872,San Isidro,100.0,2,2,194000,1940
4871,Puerta Bonita,120.0,3,2,284000,2367
4869,Carabanchel,110.0,2,2,245000,2227
4867,Carabanchel,60.0,3,1,150000,2500
4865,Abrantes,105.0,3,2,139900,1332
4863,Comillas,72.0,2,1,193000,2681
4861,San Isidro,83.0,3,2,159000,1916
4860,Vista Alegre,121.0,3,2,310000,2562
4859,Pau de Carabanchel,77.0,2,2,280000,3636
4858,Puerta Bonita,160.0,3,2,235000,1469
4856,Puerta Bonita,70.0,2,1,156348,2234
4853,Opañel,86.0,2,1,185000,2151
4852,Puerta Bonita,82.0,3,1,139500,1701
4851,Vista Alegre,127.0,4,2,345000,2717
4849,San Isidro,77.0,2,1,144900,1882
4848,Pau de Carabanchel,85.0,2,2,245000,2882
4847,Abrantes,81.0,3,1,190000,2346
4845,Opañel,88.0,3,1,156000,1773
4842,Opañel,88.0,1,1,238000,2705
4841,Abrantes,73.0,3,1,154000,2110
4840,Opañel,131.0,2,1,295000,2252
4839,Pau de Carabanchel,94.0,2,2,275000,2926
4837,Buena Vista,72.0,2,2,225000,3125
4836,Abrantes,224.0,4,2,535000,2388
4835,Comillas,100.0,0,2,249000,2490
4834,San Isidro,80.0,2,1,245000,3062
4833,Vista Alegre,82.0,3,1,161200,1966
4832,Carabanchel,77.0,3,1,172000,2234
4831,Comillas,110.0,3,1,221000,2009
4830,Carabanchel,159.0,4,2,415000,2610
4829,San Isidro,75.0,2,1,170000,2267
4828,Comillas,88.0,3,1,275000,3125
4826,Opañel,95.0,2,2,305000,3211
4823,Carabanchel,90.0,3,2,305900,3399
4822,Carabanchel,115.0,3,2,367900,3199
4820,Comillas,79.0,3,1,198000,2506
4818,Comillas,79.0,3,1,198000,2506
4817,Puerta Bonita,83.0,3,1,225000,2711
4816,Comillas,70.0,3,1,180000,2571
4814,Abrantes,71.0,3,1,137000,1930
4813,Puerta Bonita,68.0,1,1,160000,2353
4808,Puerta Bonita,75.0,3,1,157000,2093
4807,Opañel,72.0,2,1,143000,1986
4803,Pau de Carabanchel,50.0,1,1,169000,3380
4802,Opañel,72.0,2,1,225000,3125
4801,Vista Alegre,80.0,3,1,199000,2488
4799,Opañel,60.0,3,1,190000,3167
4798,Opañel,55.0,2,1,175000,3182
4797,Opañel,50.0,2,1,165000,3300
4796,Opañel,60.0,2,1,175000,2917
4795,Abrantes,110.0,4,2,310000,2818
4794,Opañel,96.0,2,2,305000,3177
4793,Puerta Bonita,80.0,2,2,249000,3112
4792,Vista Alegre,164.0,4,2,435000,2652
4791,Puerta Bonita,60.0,3,1,135000,2250
4790,Opañel,82.0,3,1,165000,2012
4789,Pau de Carabanchel,82.0,2,2,260000,3171
4788,Opañel,131.0,2,1,295000,2252
4787,Comillas,67.0,2,1,195000,2910
4786,Pau de Carabanchel,94.0,2,2,275000,2926
4782,San Isidro,107.0,2,2,362000,3383
4781,San Isidro,121.0,3,2,407000,3364
4780,Abrantes,106.0,3,2,300000,2830
4777,San Isidro,81.0,3,1,150000,1852
4776,Comillas,136.0,3,2,275000,2022
4775,San Isidro,96.0,2,2,225000,2344
4774,San Isidro,95.0,2,2,225000,2368
4773,Pau de Carabanchel,98.0,2,2,275000,2806
4772,Pau de Carabanchel,114.0,3,2,339000,2974
4771,Pau de Carabanchel,164.0,3,2,405000,2470
4769,Buena Vista,91.0,3,2,380000,4176
4768,San Isidro,91.0,2,2,230000,2527
4767,Pau de Carabanchel,103.0,3,2,308000,2990
4765,Buena Vista,88.0,2,2,225000,2557
4764,San Isidro,96.0,2,2,410000,4271
4763,San Isidro,121.0,3,2,407000,3364
4762,San Isidro,121.0,3,2,397000,3281
4761,San Isidro,107.0,2,2,362000,3383
4760,San Isidro,107.0,2,2,352000,3290
4759,San Isidro,107.0,2,2,367000,3430
4758,San Isidro,107.0,2,2,347000,3243
4757,San Isidro,107.0,2,2,382000,3570
4756,Buena Vista,115.0,2,2,266000,2313
4755,Buena Vista,92.0,2,1,236000,2565
4754,Pau de Carabanchel,113.0,3,2,355000,3142
4753,Pau de Carabanchel,101.0,3,2,319000,3158
4752,Pau de Carabanchel,107.0,3,2,345000,3224
4751,San Isidro,91.0,2,2,245000,2692
4750,San Isidro,91.0,2,2,237500,2610
4749,Puerta Bonita,80.0,2,1,179000,2238
4746,Carabanchel,170.0,3,2,565000,3324
4744,Abrantes,85.0,2,1,149900,1764
4743,Puerta Bonita,124.0,3,2,318500,2569
4740,Comillas,89.0,3,1,221000,2483
4739,Opañel,185.0,2,2,180000,973
4738,San Isidro,58.0,2,1,140000,2414
4737,Abrantes,93.0,3,1,175000,1882
4735,Vista Alegre,83.0,3,1,177000,2133
4733,Abrantes,60.0,2,1,148000,2467
4732,Vista Alegre,57.0,3,1,136570,2396
4731,Abrantes,57.0,2,1,148000,2596
4730,Buena Vista,78.0,3,1,186500,2391
4729,San Isidro,108.0,2,1,435000,4028
4728,San Isidro,107.0,2,2,382000,3570
4727,San Isidro,107.0,2,2,352000,3290
4726,San Isidro,107.0,2,2,367000,3430
4725,Puerta Bonita,114.0,3,2,288000,2526
4724,Buena Vista,94.0,2,2,250000,2660
4723,Comillas,95.0,3,2,274000,2884
4722,Abrantes,105.0,3,2,300000,2857
4721,Puerta Bonita,45.0,2,1,152000,3378
4720,San Isidro,100.0,2,2,235000,2350
4719,Opañel,79.0,2,2,205000,2595
4718,Comillas,130.0,4,2,274000,2108
4717,San Isidro,60.0,2,1,170000,2833
4715,Buena Vista,114.0,3,2,328000,2877
4714,Buena Vista,92.0,2,2,377000,4098
4713,Buena Vista,60.0,1,1,196000,3267
4712,Buena Vista,133.0,3,2,452000,3398
4711,Buena Vista,83.0,2,2,241000,2904
4710,Pau de Carabanchel,86.0,1,1,219900,2557
4709,Carabanchel,117.0,4,2,279900,2392
4708,Puerta Bonita,72.0,3,1,150000,2083
4707,Abrantes,72.0,3,1,147000,2042
4706,Vista Alegre,176.0,4,2,314900,1789
4704,San Isidro,105.0,3,2,159000,1514
4703,San Isidro,86.0,4,1,150000,1744
4701,Comillas,93.0,3,1,290000,3118
4700,San Isidro,74.0,2,1,230000,3108
4698,San Isidro,61.0,2,2,155000,2541
4697,San Isidro,82.0,3,2,169000,2061
4696,San Isidro,98.0,3,3,270000,2755
4695,Comillas,74.0,3,1,187500,2534
4694,Puerta Bonita,71.0,2,2,215000,3028
4693,Vista Alegre,92.0,4,1,213900,2325
4691,Abrantes,96.0,3,2,259000,2698
4690,Vista Alegre,84.0,3,1,185000,2202
4689,San Isidro,80.0,3,1,159000,1988
4688,Vista Alegre,78.0,3,1,161200,2067
4685,Vista Alegre,105.0,3,2,206000,1962
4681,Comillas,120.0,3,2,320000,2667
4679,Carabanchel,90.0,4,2,172000,1911
4678,San Isidro,78.0,2,1,189000,2423
4677,Comillas,105.0,3,2,315000,3000
4676,San Isidro,86.0,4,1,155000,1802
4675,Opañel,60.0,2,1,172000,2867
4671,Abrantes,107.0,3,2,150000,1402
4670,Buena Vista,136.0,3,2,260000,1912
4667,Puerta Bonita,80.0,3,1,220000,2750
4666,Carabanchel,50.0,2,1,148000,2960
4665,Carabanchel,102.0,3,2,315000,3088
4664,Puerta Bonita,82.0,2,2,179000,2183
4663,Puerta Bonita,116.0,3,2,340000,2931
4662,Vista Alegre,60.0,2,1,260000,4333
4661,Carabanchel,62.0,3,1,149000,2403
4660,Comillas,103.0,4,1,175000,1699
4659,Puerta Bonita,102.0,3,2,270000,2647
4658,Buena Vista,101.0,3,2,254000,2515
4657,Buena Vista,106.0,3,2,254000,2396
4656,Buena Vista,111.0,3,2,257000,2315
4655,Buena Vista,91.0,3,2,245000,2692
4654,Buena Vista,112.0,3,2,257000,2295
4653,Buena Vista,104.0,3,2,245000,2356
4652,Carabanchel,81.0,3,2,146000,1802
4651,Comillas,53.0,2,1,185000,3491
4650,San Isidro,44.0,1,1,165000,3750
4649,Comillas,59.0,1,1,219000,3712
4648,Abrantes,118.0,3,1,170000,1441
4647,Comillas,57.0,2,1,159000,2789
4646,Puerta Bonita,80.0,3,1,247900,3099
4645,Buena Vista,96.0,3,2,237000,2469
4644,Buena Vista,85.0,2,2,225000,2647
4643,Buena Vista,91.0,2,2,225602,2479
4642,Puerta Bonita,100.0,3,2,280000,2800
4641,Abrantes,83.0,2,2,235000,2831
4640,Buena Vista,60.0,1,1,174750,2912
4639,Buena Vista,59.0,1,1,195000,3305
4638,Buena Vista,99.0,2,2,241000,2434
4637,Buena Vista,94.0,2,2,235304,2503
4636,Buena Vista,91.0,2,2,223669,2458
4634,Comillas,66.0,3,1,170000,2576
4633,Abrantes,80.0,3,1,158000,1975
4632,Comillas,69.0,2,1,199000,2884
4630,Comillas,86.0,3,1,199000,2314
4627,Abrantes,72.0,3,1,150000,2083
4626,Opañel,67.0,1,2,162500,2425
4625,Carabanchel,75.0,1,2,169500,2260
4624,Carabanchel,134.0,3,2,279711,2087
4623,Vista Alegre,75.0,3,1,169900,2265
4620,Carabanchel,100.0,3,1,185000,1850
4619,Puerta Bonita,99.0,3,2,245000,2475
4618,Carabanchel,116.0,4,2,180200,1553
4617,Puerta Bonita,85.0,2,1,210000,2471
4615,Carabanchel,90.0,2,1,221000,2456
4614,Carabanchel,75.0,3,1,179000,2387
4612,Carabanchel,101.0,1,1,198800,1968
4611,Carabanchel,85.0,3,1,175000,2059
4610,Opañel,67.0,3,1,250000,3731
4608,Carabanchel,105.0,4,2,310000,2952
4606,Vista Alegre,100.0,3,2,260000,2600
4605,Buena Vista,94.0,2,2,233297,2482
4604,Abrantes,78.0,2,1,170000,2179
4603,Abrantes,86.0,3,1,169000,1965
4602,Abrantes,108.0,4,2,155000,1435
4601,San Isidro,99.0,1,1,399900,4039
4600,Abrantes,73.0,3,1,150000,2055
4599,Carabanchel,180.0,3,4,494000,2744
4598,San Isidro,57.0,3,1,149000,2614
4597,Comillas,105.0,3,2,268000,2552
4596,San Isidro,103.0,3,2,268000,2602
4595,Puerta Bonita,165.0,3,2,410000,2485
4594,Pau de Carabanchel,137.0,3,2,369000,2693
4593,Vista Alegre,87.0,3,1,200000,2299
4591,Abrantes,79.0,2,2,165000,2089
4589,Carabanchel,66.0,3,1,135000,2045
4587,Abrantes,80.0,3,1,145000,1812
4586,Vista Alegre,80.0,3,1,179900,2249
4584,Vista Alegre,58.0,2,1,168000,2897
4583,Carabanchel,49.0,0,1,140900,2876
4582,Carabanchel,88.0,3,1,158000,1795
4581,Carabanchel,132.0,3,2,279611,2118
4580,Comillas,64.0,2,1,135000,2109
4579,Pau de Carabanchel,144.0,4,2,365000,2535
4578,Vista Alegre,60.0,2,1,260000,4333
4577,San Isidro,77.0,2,2,218000,2831
4576,Buena Vista,86.0,3,1,137000,1593
4575,Vista Alegre,69.0,3,1,207000,3000
4574,Puerta Bonita,81.0,3,1,150000,1852
4572,Pau de Carabanchel,106.0,2,2,290000,2736
4571,San Isidro,142.0,5,3,370000,2606
4570,Vista Alegre,85.0,2,1,155000,1824
4569,Opañel,132.0,2,2,180000,1364
4568,San Isidro,157.0,4,2,435000,2771
4567,Puerta Bonita,117.0,3,1,250000,2137
4566,Buena Vista,145.0,4,2,219000,1510
4564,Vista Alegre,60.0,2,1,135000,2250
4562,Vista Alegre,77.0,3,1,149000,1935
4561,San Isidro,96.0,3,2,269000,2802
4560,Vista Alegre,92.0,3,1,171000,1859
4559,Carabanchel,64.0,2,2,289900,4530
4558,Carabanchel,144.0,4,3,329900,2291
4556,Comillas,73.0,2,1,168000,2301
4555,Comillas,78.0,3,1,210000,2692
4554,Abrantes,73.0,3,1,139900,1916
4552,Buena Vista,75.0,3,1,155000,2067
4550,Opañel,83.0,3,1,177260,2136
4547,Vista Alegre,60.0,2,1,260000,4333
4546,Abrantes,119.0,3,2,299000,2513
4545,Abrantes,144.0,3,2,298000,2069
4544,Pau de Carabanchel,147.0,3,2,450000,3061
4543,Puerta Bonita,115.0,3,2,152000,1322
4542,Puerta Bonita,80.0,2,2,249000,3112
4541,Vista Alegre,93.0,3,1,195000,2097
4540,San Isidro,85.0,3,1,170000,2000
4539,Puerta Bonita,105.0,2,2,270000,2571
4538,Puerta Bonita,177.0,3,2,380000,2147
4537,Opañel,83.0,3,1,177260,2136
4535,Vista Alegre,90.0,3,1,167500,1861
4534,San Isidro,58.0,2,1,140000,2414
4533,Pau de Carabanchel,102.0,3,2,315000,3088
4532,San Isidro,115.0,4,2,333000,2896
4531,Carabanchel,90.0,2,2,221735,2464
4527,Pau de Carabanchel,75.0,1,1,239000,3187
4526,Carabanchel,74.0,2,1,230000,3108
4525,Puerta Bonita,124.0,3,2,318500,2569
4524,Carabanchel,133.0,3,2,278999,2098
4522,San Isidro,114.0,3,2,279500,2452
4521,San Isidro,58.0,1,1,179500,3095
4520,Carabanchel,108.0,3,2,300000,2778
4518,Comillas,73.0,3,1,160000,2192
4517,Abrantes,73.0,3,1,150900,2067
4516,Buena Vista,82.0,2,1,208000,2537
4515,San Isidro,71.0,2,1,224900,3168
4514,San Isidro,48.0,1,1,179900,3748
4513,Comillas,73.0,2,1,168000,2301
4512,Vista Alegre,102.0,3,2,235000,2304
4511,Opañel,95.0,2,2,305000,3211
4510,San Isidro,90.0,3,2,375000,4167
4509,Abrantes,80.0,3,1,145000,1812
4508,Abrantes,70.0,3,1,149000,2129
4507,Puerta Bonita,64.0,3,1,142000,2219
4506,San Isidro,78.0,3,1,144000,1846
4505,San Isidro,91.0,4,1,260000,2857
4503,Comillas,60.0,3,1,185000,3083
4502,Puerta Bonita,63.0,3,1,148000,2349
4501,Vista Alegre,72.0,2,1,155000,2153
4499,Opañel,97.0,3,2,208000,2144
4497,Puerta Bonita,83.0,3,1,147500,1777
4496,San Isidro,85.0,3,2,249000,2929
4495,Vista Alegre,97.0,3,1,195000,2010
4494,Vista Alegre,103.0,4,1,205000,1990
4493,San Isidro,57.0,3,1,135000,2368
4492,Vista Alegre,77.0,3,1,149000,1935
4490,San Isidro,58.0,1,1,171500,2957
4489,Abrantes,94.0,2,2,260000,2766
4486,Abrantes,53.0,2,1,170000,3208
4485,Carabanchel,124.0,3,2,318500,2569
4483,Opañel,95.0,3,2,250000,2632
4482,Carabanchel,76.0,2,2,225000,2961
4481,Buena Vista,100.0,4,2,320000,3200
4480,Vista Alegre,62.0,3,1,136000,2194
4479,San Isidro,55.0,2,2,160000,2909
4478,Pau de Carabanchel,120.0,4,2,349900,2916
4477,Puerta Bonita,70.0,3,1,136000,1943
4476,Comillas,69.0,2,1,194000,2812
4475,Carabanchel,80.0,2,2,240000,3000
4474,Carabanchel,156.0,3,2,340000,2179
4472,Vista Alegre,75.0,2,1,149500,1993
4471,Buena Vista,139.0,4,2,319000,2295
4468,Abrantes,75.0,3,1,179000,2387
4467,Pau de Carabanchel,120.0,4,2,309000,2575
4466,Pau de Carabanchel,107.0,3,2,279900,2616
4465,San Isidro,84.0,3,2,239000,2845
4464,Pau de Carabanchel,97.0,3,2,240700,2481
4463,Pau de Carabanchel,89.0,2,2,219500,2466
4462,Opañel,76.0,3,1,200000,2632
4461,Pau de Carabanchel,77.0,2,2,201700,2619
4459,San Isidro,40.0,0,1,162000,4050
4458,Huertas-Cortes,150.0,3,2,850000,5667
4457,Malasaña-Universidad,248.0,4,3,980000,3952
4456,Chueca-Justicia,32.0,1,1,233000,7281
4455,Lavapiés-Embajadores,58.0,2,1,235000,4052
4454,Palacio,55.0,1,1,450000,8182
4453,Centro,62.0,1,1,410000,6613
4452,Malasaña-Universidad,149.0,4,2,595000,3993
4451,Malasaña-Universidad,106.0,2,2,565000,5330
4450,Huertas-Cortes,160.0,3,2,975000,6094
4449,Malasaña-Universidad,79.0,2,2,450000,5696
4448,Sol,57.0,1,1,319000,5596
4445,Palacio,152.0,2,2,890000,5855
4444,Lavapiés-Embajadores,57.0,1,1,239000,4193
4443,Chueca-Justicia,170.0,7,1,900000,5294
4442,Centro,146.0,4,3,1200000,8219
4441,Centro,210.0,2,2,1400000,6667
4440,Centro,217.0,3,4,1495000,6889
4439,Lavapiés-Embajadores,74.0,2,1,339000,4581
4438,Centro,109.0,2,3,740000,6789
4437,Centro,166.0,2,2,899000,5416
4436,Centro,215.0,2,3,1290000,6000
4434,Centro,125.0,2,2,655000,5240
4433,Centro,238.0,4,4,1395000,5861
4431,Centro,174.0,3,4,770000,4425
4430,Centro,104.0,2,1,615000,5913
4429,Opañel,85.0,4,1,160000,1882
4428,Malasaña-Universidad,142.0,2,1,550000,3873
4427,Palacio,72.0,2,1,340000,4722
4426,Chueca-Justicia,77.0,2,2,695000,9026
4423,Centro,129.0,6,6,1100000,8527
4422,Centro,111.0,2,1,395000,3559
4421,Malasaña-Universidad,80.0,2,1,289000,3612
4420,Palacio,134.0,2,2,644000,4806
4419,Centro,77.0,2,2,695000,9026
4418,Palacio,133.0,2,2,595000,4474
4417,Palacio,63.0,2,1,276000,4381
4416,Centro,153.0,3,2,775000,5065
4415,Centro,129.0,6,6,1100000,8527
4414,Centro,133.0,3,2,635000,4774
4412,Palacio,58.0,1,1,340000,5862
4411,Sol,105.0,4,2,615000,5857
4410,Huertas-Cortes,372.0,7,5,1450000,3898
4409,Centro,102.0,2,2,520000,5098
4408,Palacio,172.0,2,1,550000,3198
4407,Malasaña-Universidad,87.0,3,1,256000,2943
4406,Centro,159.0,5,5,940000,5912
4405,Centro,372.0,7,4,1450000,3898
4404,Centro,78.0,1,1,485000,6218
4403,Centro,154.0,5,5,999000,6487
4402,Centro,135.0,3,2,990000,7333
4401,Centro,130.0,3,2,475000,3654
4400,Centro,87.0,2,2,520000,5977
4398,Centro,152.0,2,1,980000,6447
4397,Chueca-Justicia,107.0,3,2,730000,6822
4396,Centro,146.0,3,2,1200000,8219
4395,Centro,83.0,2,2,595000,7169
4394,Centro,79.0,2,1,550000,6962
4393,Centro,85.0,2,1,515000,6059
4392,Malasaña-Universidad,58.0,2,1,269000,4638
4390,Huertas-Cortes,156.0,3,2,690000,4423
4389,Lavapiés-Embajadores,148.0,3,1,611600,4132
4388,Malasaña-Universidad,255.0,4,3,1050000,4118
4387,Centro,235.0,2,2,1200000,5106
4386,Palacio,72.0,1,1,348000,4833
4385,Malasaña-Universidad,70.0,1,1,279000,3986
4384,Chueca-Justicia,83.0,1,1,299990,3614
4383,Centro,124.0,1,1,575000,4637
4382,Centro,160.0,3,2,975000,6094
4381,Centro,154.0,3,2,690000,4481
4380,Centro,200.0,4,3,1280000,6400
4379,Palacio,70.0,2,1,315000,4500
4378,Centro,215.0,3,3,850000,3953
4377,Lavapiés-Embajadores,51.0,2,1,210000,4118
4376,Huertas-Cortes,95.0,4,2,395000,4158
4375,Palacio,119.0,3,2,520000,4370
4374,Centro,70.0,2,2,515000,7357
4373,Centro,164.0,2,2,1070000,6524
4372,Centro,116.0,2,2,675000,5819
4371,Lavapiés-Embajadores,54.0,1,1,269000,4981
4370,Chueca-Justicia,142.0,3,2,500000,3521
4369,Centro,60.0,2,2,450000,7500
4368,Centro,143.0,2,2,875000,6119
4367,Centro,179.0,5,5,999000,5581
4366,Centro,400.0,4,5,1090000,2725
4365,Palacio,40.0,2,1,159995,4000
4364,Centro,95.0,4,2,495000,5211
4363,Malasaña-Universidad,54.0,2,1,220000,4074
4362,Centro,172.0,7,2,755000,4390
4361,Centro,87.0,2,2,525000,6034
4360,Centro,179.0,5,1,999000,5581
4359,Centro,78.0,1,1,485000,6218
4358,Centro,70.0,1,1,240000,3429
4357,Lavapiés-Embajadores,186.0,3,2,765000,4113
4356,Malasaña-Universidad,248.0,5,3,1000000,4032
4355,Malasaña-Universidad,140.0,4,2,560000,4000
4354,Centro,224.0,4,3,1100000,4911
4353,Malasaña-Universidad,89.0,3,1,373000,4191
4352,Lavapiés-Embajadores,126.0,3,3,610000,4841
4351,Lavapiés-Embajadores,216.0,4,2,930000,4306
4350,Palacio,66.0,1,1,369000,5591
4349,Malasaña-Universidad,49.0,1,1,305000,6224
4348,Lavapiés-Embajadores,73.0,2,1,299000,4096
4347,Lavapiés-Embajadores,93.0,3,1,420000,4516
4346,Lavapiés-Embajadores,37.0,2,1,169000,4568
4345,Lavapiés-Embajadores,110.0,4,1,449000,4082
4344,Huertas-Cortes,204.0,5,2,670000,3284
4343,Chueca-Justicia,222.0,3,4,1200000,5405
4342,Malasaña-Universidad,116.0,4,1,549000,4733
4341,Sol,251.0,5,4,1095000,4363
4340,Lavapiés-Embajadores,99.0,4,2,475000,4798
4339,Centro,40.0,1,1,240000,6000
4338,Centro,220.0,8,2,1250000,5682
4337,Centro,197.0,5,2,1150000,5838
4336,Centro,220.0,8,2,1250000,5682
4335,Centro,201.0,2,2,1495000,7438
4334,Centro,38.0,2,1,325000,8553
4333,Centro,78.0,1,1,485000,6218
4332,Centro,86.0,1,1,440000,5116
4331,Centro,160.0,4,3,1000000,6250
4328,Centro,68.0,1,1,485000,7132
4327,Centro,233.0,3,3,895000,3841
